latitude,longitude,brightness,acq_date,acq_time,confidence,bright_t31,frp,daynight,precipitation,solar_radiation,max_temp,min_temp,vapor_pressure
27.5797,-82.1424,304.2,2020-12-28,1606,56,292.3,4.3,D,,,,,
48.6139,-115.88342,333.7,2021-08-06,2032,88,292.79,32.93,D,,,,,
38.9027,-96.4408,320.1,2017-04-07,2017,79,292.5,83.1,D,,,,,
35.5957,-91.6278,307.8,2012-10-31,1944,65,289.7,18.6,D,,,,,
32.4571,-98.9762,347.0,2011-04-16,2009,88,307.5,79.2,D,0.0,567.24,25.27,2.14,251.23
32.2394,-84.8436,320.1,2013-01-22,1837,80,286.9,29.5,D,,,,,
45.4122,-115.1191,365.0,2017-08-28,1932,100,299.2,489.1,D,,,,,
32.5809,-84.3315,313.7,2011-04-30,1706,59,302.2,35.2,D,0.0,532.02,28.8,8.61,1117.85
38.673,-96.3853,310.1,2018-04-04,1737,70,288.8,10.6,D,,,,,
32.8514,-93.1805,323.0,2014-10-08,1701,79,293.7,17.5,D,,,,,
32.4732,-82.2556,306.9,2020-12-29,1648,64,288.9,21.6,D,,,,,
35.387,-95.1887,308.4,2019-12-12,1730,67,285.5,15.1,D,,,,,
41.8953,-121.4027,376.9,2014-04-30,2114,100,318.2,128.3,D,,,,,
45.136,-114.411,423.0,2021-07-12,2035,100,307.4,411.3,D,,,,,
33.6846,-90.4994,326.1,2019-10-01,1642,63,307.5,10.4,D,,,,,
31.4397,-102.1986,300.8,2017-01-07,1938,42,284.9,11.4,D,,,,,
38.1559,-98.3859,319.4,2012-03-31,1705,71,291.5,23.1,D,0.0,477.5,28.97,9.62,813.96
43.6027,-120.9641,328.7,2019-09-26,2120,82,298.0,26.7,D,,,,,
40.18392,-120.84553,354.49,2021-08-06,646,100,289.63,404.21,N,,,,,
42.6793,-111.5903,301.0,2015-07-07,502,36,278.2,15.1,N,,,,,
38.1853,-98.1705,309.5,2021-03-06,1717,65,292.3,8.6,D,,,,,
39.9128,-90.5354,304.5,2017-03-18,1904,38,288.5,4.8,D,,,,,
39.624,-97.2104,318.0,2015-04-10,1929,50,302.6,8.3,D,,,,,
33.4791,-81.4824,307.4,2017-10-17,1605,65,294.3,7.5,D,,,,,
30.9311,-92.8725,305.1,2017-12-02,1931,57,294.6,3.9,D,,,,,
42.4158,-120.7501,337.8,2019-11-13,2119,91,282.0,50.3,D,,,,,
45.0947,-113.4638,343.3,2018-08-15,1937,91,297.7,366.1,D,,,,,
65.044,-146.124,300.6,2021-07-22,1140,22,285.7,14.9,N,,,,,
39.627,-77.7906,314.5,2011-08-19,1621,41,299.1,7.7,D,5.13,315.52,30.28,16.59,1887.52
35.8321,-95.9536,306.4,2011-01-29,1903,54,296.3,13.7,D,0.0,340.84,22.62,0.19,619.12
45.9419,-118.2806,308.1,2012-03-10,2007,38,288.6,37.8,D,0.0,352.24,16.25,2.1,710.36
31.5121,-85.3307,309.6,2014-03-01,1907,57,294.0,6.8,D,,,,,
37.4027,-96.2243,328.4,2015-04-01,1934,79,304.9,15.7,D,,,,,
64.3283,-154.3855,303.2,2015-07-12,705,33,281.7,10.5,N,,,,,
30.8491,-94.1431,366.5,2015-09-17,1925,94,302.9,106.3,D,,,,,
34.9652,-95.5437,322.7,2015-03-31,1713,74,302.1,13.0,D,,,,,
43.909,-117.9842,307.1,2020-08-21,639,70,287.5,50.8,N,,,,,
41.22398,-122.82987,326.96,2021-09-08,1006,84,294.56,26.68,N,,,,,
31.4298,-87.751,315.3,2015-09-14,1855,64,301.8,9.8,D,,,,,
43.5221,-122.9841,368.1,2016-11-04,2120,100,295.6,112.3,D,,,,,
34.3919,-111.1721,318.6,2017-06-17,504,97,289.7,47.1,N,,,,,
47.8047,-96.269,312.0,2011-05-15,1942,48,299.9,7.2,D,0.0,507.26,19.6,4.16,533.19
47.6228,-111.8792,314.8,2016-04-01,1805,75,289.4,20.6,D,,,,,
62.385,-154.0265,301.8,2019-06-12,2214,17,290.4,4.8,D,,,,,
45.5606,-116.0575,306.3,2016-11-02,1954,63,279.6,62.6,D,,,,,
43.3892,-95.0452,334.1,2021-04-18,1840,77,283.1,156.8,D,,,,,
66.2867,-149.9048,367.1,2015-07-06,2106,100,302.4,166.6,D,,,,,
41.55088,-123.41512,322.11,2021-08-12,2131,40,302.06,15.06,D,,,,,
47.44,-117.0391,328.9,2013-08-21,2050,82,305.1,18.5,D,,,,,
31.5736,-84.5396,317.6,2018-06-18,1855,60,299.1,6.5,D,,,,,
66.613,-146.0463,339.7,2019-07-14,2228,0,295.3,49.2,D,,,,,
32.882,-110.19,306.6,2021-06-11,835,45,290.3,38.9,N,,,,,
30.6206,-98.0887,303.8,2014-01-14,2033,52,293.6,32.7,D,,,,,
36.213,-94.4859,301.2,2013-03-07,1725,45,289.7,3.5,D,,,,,
41.9119,-89.3348,315.2,2013-04-02,1622,76,283.9,46.2,D,,,,,
48.9448,-103.1967,351.3,2016-11-11,1948,96,286.1,66.1,D,,,,,
44.2386,-116.0447,307.5,2019-10-24,2145,65,278.8,96.6,D,,,,,
38.4188,-93.9152,305.0,2019-04-02,1718,56,289.4,5.4,D,,,,,
47.5109,-115.3675,331.3,2015-09-26,1919,33,291.2,63.9,D,,,,,
43.2245,-94.5381,311.1,2019-04-23,1917,27,296.6,5.3,D,,,,,
48.5856,-119.2584,336.8,2015-08-21,1018,33,281.2,40.2,N,,,,,
33.4137,-110.8738,306.9,2016-11-29,1757,64,285.7,14.4,D,,,,,
42.88,-112.053,325.2,2021-05-05,2100,76,302.7,42.0,D,,,,,
66.2718,-153.4239,353.4,2019-07-10,2237,97,308.0,91.0,D,,,,,
44.1903,-122.2711,313.0,2020-09-12,1013,48,289.2,12.0,N,,,,,
31.8337,-100.9976,322.4,2012-09-20,1950,45,309.2,6.9,D,,,,,
42.6824,-111.5861,302.5,2013-04-01,931,49,271.5,10.5,N,,,,,
37.0443,-94.3304,325.6,2011-08-09,1724,76,303.5,15.6,D,1.75,410.75,33.58,19.88,2319.58
44.1106,-123.3885,326.1,2016-10-28,2114,84,282.1,25.7,D,,,,,
35.3719,-85.7866,307.7,2019-10-14,1610,66,293.5,17.2,D,,,,,
44.4488,-88.9208,312.3,2019-07-25,1704,63,299.8,5.9,D,,,,,
42.5246,-92.0766,384.5,2017-04-17,1916,100,305.0,167.0,D,,,,,
32.6467,-82.2604,302.4,2018-02-01,1901,51,290.4,6.1,D,,,,,
40.9764,-122.3737,323.1,2018-09-09,1928,62,299.9,24.4,D,,,,,
48.9726,-118.082,322.3,2018-08-20,2134,80,294.1,69.8,D,,,,,
43.21508,-122.63198,309.56,2021-08-10,625,78,289.8,14.46,N,,,,,
48.476000000000006,-115.942,303.8,2021-07-16,630,57,291.2,43.3,N,,,,,
33.4293,-116.0629,325.8,2017-04-20,1809,47,313.0,19.6,D,,,,,
32.0091,-87.91,302.0,2016-02-08,1612,50,284.7,19.6,D,,,,,
48.2513,-99.1219,308.4,2018-05-03,1842,27,290.0,29.5,D,,,,,
33.3391,-96.8987,313.8,2019-04-02,1719,69,296.5,8.3,D,,,,,
39.4923,-96.8186,328.7,2019-04-09,1724,74,294.4,19.1,D,,,,,
41.9862,-94.0637,330.1,2015-03-20,1911,85,296.5,29.0,D,,,,,
43.1244,-89.4808,318.4,2020-10-08,1658,74,292.3,14.8,D,,,,,
30.5819,-85.2178,317.8,2020-02-09,1848,76,296.6,14.4,D,,,,,
33.5096,-95.1729,320.5,2016-10-05,1926,69,301.0,10.0,D,,,,,
42.1992,-122.5697,311.6,2019-12-26,1920,71,273.6,17.1,D,,,,,
36.1242,-84.20100000000002,313.5,2016-08-08,1849,59,295.5,6.0,D,,,,,
39.1947,-96.7248,330.4,2021-02-05,1928,87,284.8,33.6,D,,,,,
33.9025,-111.1363,340.0,2012-08-10,1820,84,316.6,27.0,D,,,,,
28.0994,-81.2503,324.6,2018-02-16,1817,77,295.4,42.6,D,,,,,
36.8334,-96.2107,303.0,2020-03-29,416,52,280.3,11.7,N,,,,,
44.4787,-72.8846,312.3,2013-05-06,1608,65,301.8,9.4,D,,,,,
33.5568,-92.6438,300.7,2012-11-25,420,32,273.5,9.2,N,,,,,
31.1215,-98.5957,306.6,2011-12-28,2008,64,290.5,12.5,D,0.0,350.47,18.45,1.21,666.65
45.6705,-114.6982,320.1,2011-09-14,1835,76,296.9,14.2,D,0.0,372.65,23.14,5.88,678.91
35.8841,-93.8923,311.2,2017-03-03,1945,69,290.7,14.0,D,,,,,
31.9951,-84.6266,313.6,2015-12-07,1830,74,293.3,23.1,D,,,,,
26.6561,-80.7573,324.5,2018-12-04,1536,78,293.4,75.8,D,,,,,
33.0167,-79.8833,314.5,2014-08-18,705,89,292.5,13.5,N,,,,,
33.5615,-93.1383,316.3,2017-08-19,1938,33,301.3,7.7,D,,,,,
47.8344,-95.4351,335.2,2019-05-14,1936,87,293.1,40.3,D,,,,,
32.1763,-80.9931,302.8,2018-02-03,1849,54,284.7,8.4,D,,,,,
30.6259,-85.1769,311.4,2020-11-03,1913,70,295.6,12.6,D,,,,,
32.0172,-89.2837,309.0,2011-05-18,1654,58,297.6,6.2,D,0.0,580.54,25.74,5.09,877.52
31.95,-103.048,352.1,2021-05-14,1735,95,312.9,48.4,D,,,,,
42.4919,-88.1966,301.7,2015-04-15,1628,29,285.9,7.8,D,,,,,
35.569,-77.0444,301.2,2020-02-03,1611,45,284.8,4.9,D,,,,,
32.9699,-83.7743,312.8,2017-03-27,1855,44,290.9,8.5,D,,,,,
31.6555,-81.9255,326.6,2016-03-23,1812,82,299.9,66.1,D,,,,,
40.8465,-121.3583,500.3,2014-08-02,2126,100,400.1,2046.6,D,,,,,
31.4835,-97.6619,317.9,2012-06-10,1713,25,302.6,5.2,D,,,,,
38.751,-119.693,429.5,2021-07-20,2125,100,324.5,702.2,D,,,,,
26.1642,-81.762,320.8,2018-08-24,1615,36,301.0,9.7,D,,,,,
33.596,-93.7304,317.0,2018-07-02,1733,61,295.5,16.2,D,,,,,
32.5461,-82.5717,310.3,2015-10-14,1907,61,299.4,12.9,D,,,,,
32.0977,-84.51799999999999,312.9,2019-08-19,1836,59,292.9,9.1,D,,,,,
33.0041,-86.1375,316.3,2018-08-14,1714,52,288.3,49.4,D,,,,,
41.3754,-91.4016,302.4,2017-04-06,1935,38,287.8,6.7,D,,,,,
32.9979,-110.7796,343.0,2016-04-18,2029,88,316.0,36.0,D,,,,,
35.5526,-109.667,302.9,2011-01-29,2041,45,284.9,7.6,D,0.0,345.28,11.66,-6.55,187.32
32.0559,-84.0263,302.4,2016-12-08,1612,52,283.4,9.6,D,,,,,
36.989,-95.2448,340.0,2016-04-08,1952,91,296.7,69.4,D,,,,,
32.2214,-83.4409,301.9,2012-02-22,1605,37,290.7,5.1,D,0.0,386.24,20.71,5.38,895.14
40.535,-121.4606,332.3,2012-08-07,2107,76,308.7,23.6,D,,,,,
40.2253,-76.9804,330.2,2018-07-02,1552,78,310.5,15.2,D,,,,,
33.1065,-86.2745,304.0,2021-03-06,1855,58,291.5,3.5,D,,,,,
40.5048,-107.1982,308.6,2017-04-15,1748,53,294.2,6.3,D,,,,,
31.0382,-100.3662,319.0,2020-10-19,1956,56,305.5,6.0,D,,,,,
38.6236,-120.49384,313.8,2021-08-17,629,70,291.7,20.26,N,,,,,
30.1265,-101.2066,307.4,2011-04-28,515,45,290.1,13.9,N,0.0,527.38,29.45,10.2,455.43
28.6008,-80.8948,315.7,2015-03-18,1919,46,294.2,44.4,D,,,,,
34.60046,-91.62546,311.05,2021-09-28,1908,53,291.42,6.38,D,,,,,
31.1516,-87.992,315.1,2018-06-04,1843,54,303.6,18.2,D,,,,,
32.4645,-88.9,304.8,2012-11-21,1648,60,292.3,5.5,D,,,,,
33.3191,-88.8562,339.1,2012-01-30,1913,91,293.6,42.4,D,0.0,375.86,19.14,-2.66,502.15
39.4842,-84.3854,302.9,2015-09-03,358,44,292.5,6.1,N,,,,,
28.9223,-98.1451,324.1,2011-03-23,1744,70,302.8,29.6,D,0.0,402.58,30.81,17.38,1606.83
32.1674,-90.0374,312.2,2011-02-17,1932,67,295.8,12.1,D,0.0,374.97,24.36,9.27,1168.92
35.6995,-95.5636,328.8,2019-03-22,1915,85,296.9,37.5,D,,,,,
35.69837000000001,-101.37114,324.3,2021-09-29,1951,64,308.25,8.12,D,,,,,
34.8676,-108.5253,312.5,2019-10-15,1832,27,300.1,12.2,D,,,,,
48.354,-118.516,326.5,2021-07-21,2030,80,295.9,29.9,D,,,,,
36.9915,-120.1338,319.5,2015-04-13,1820,67,303.7,29.8,D,,,,,
44.5954,-114.9076,386.4,2012-10-12,2055,100,297.9,222.5,D,,,,,
29.9692,-90.7846,319.3,2011-10-10,1912,79,291.0,16.3,D,0.0,317.57,27.58,18.39,2113.56
40.84433,-123.21178,310.48,2021-08-25,540,55,286.63,29.47,N,,,,,
44.7118,-111.0332,341.2,2016-08-24,2030,88,307.8,37.2,D,,,,,
36.0366,-96.3678,308.4,2012-10-30,1724,56,294.7,5.6,D,,,,,
43.24100000000001,-122.642,300.9,2021-07-19,520,34,290.4,21.3,N,,,,,
30.5396,-84.3835,317.8,2016-07-19,1912,58,298.1,14.0,D,,,,,
34.561,-111.3452,304.3,2018-10-24,2034,45,286.3,7.1,D,,,,,
36.0998,-96.2126,307.7,2021-03-04,1908,57,296.6,10.6,D,,,,,
34.4417,-96.5654,311.2,2014-10-04,1725,65,298.5,6.7,D,,,,,
29.9399,-91.7972,301.7,2021-01-16,1636,48,285.3,8.7,D,,,,,
41.9422,-71.2773,313.8,2013-07-06,1538,59,290.5,7.6,D,,,,,
32.5683,-82.3995,303.8,2015-11-23,1818,57,285.6,17.5,D,,,,,
30.6869,-103.845,309.1,2011-04-11,432,23,284.6,39.3,N,0.0,515.2,22.81,4.65,303.64
32.1008,-86.2213,305.6,2012-03-07,1618,54,289.3,5.8,D,0.0,443.26,23.69,8.56,1113.53
46.4138,-118.146,315.7,2017-04-19,1901,21,283.6,12.1,D,,,,,
38.7495,-97.3242,321.1,2020-08-22,1922,61,305.5,9.7,D,,,,,
28.7971,-80.946,321.0,2011-03-02,1901,58,293.4,24.2,D,0.0,277.15,22.61,14.75,1677.59
31.2349,-83.1622,326.5,2019-12-16,1842,83,296.1,23.5,D,,,,,
46.1663,-94.4365,336.7,2017-04-06,1936,90,295.1,49.2,D,,,,,
34.0407,-91.0702,315.6,2017-07-23,1642,22,294.8,9.0,D,,,,,
33.2731,-87.8785,307.6,2019-10-22,1700,66,292.4,12.2,D,,,,,
35.1754,-104.1176,309.7,2012-02-24,2047,56,293.3,26.4,D,0.0,440.01,10.19,-9.44,99.19
40.0703,-114.9061,302.5,2013-08-09,506,48,276.6,26.3,N,,,,,
33.9251,-91.1552,301.5,2012-02-26,1856,34,291.3,6.1,D,0.0,436.14,18.35,2.52,732.35
35.3653,-98.4391,330.3,2016-04-25,1719,81,302.1,23.6,D,,,,,
38.8126,-120.6636,304.6,2014-09-24,1039,61,289.3,25.4,N,,,,,
39.6125,-95.0947,304.1,2016-02-15,1934,55,289.4,4.3,D,,,,,
30.8374,-84.6998,314.2,2017-11-05,1637,56,299.0,7.2,D,,,,,
33.02365,-83.18531999999998,306.41,2021-11-17,1855,59,294.68,5.78,D,,,,,
34.348,-117.302,329.4,2021-05-04,1835,57,316.9,5.8,D,,,,,
45.0769,-95.1453,326.9,2015-05-02,1710,74,306.9,15.7,D,,,,,
34.8942,-96.44566,306.28,2021-12-06,1927,60,282.68,11.36,D,,,,,
35.1983,-96.7665,316.1,2013-04-11,1934,74,294.2,11.9,D,,,,,
38.1376,-96.4606,305.9,2021-03-16,1933,57,293.2,4.0,D,,,,,
31.7025,-84.0161,317.4,2013-04-02,1624,72,298.4,10.0,D,,,,,
42.2908,-117.8256,309.6,2012-07-11,608,67,291.9,12.2,N,,,,,
31.7498,-83.2145,316.3,2020-11-21,1901,58,290.5,14.9,D,,,,,
39.2864,-121.6604,304.5,2019-11-15,2106,59,292.2,4.4,D,,,,,
35.7712,-97.2876,306.4,2020-04-25,1737,14,292.9,5.0,D,,,,,
19.4445,-155.0704,311.4,2014-02-09,2118,59,297.4,13.4,D,,,,,
31.6428,-85.7202,307.8,2020-12-09,1848,66,290.6,8.4,D,,,,,
39.8443,-111.5836,467.3,2018-09-14,1808,100,332.2,1320.8,D,,,,,
32.3895,-109.0902,333.7,2020-08-13,1750,62,312.8,16.8,D,,,,,
38.1294,-105.1908,425.1,2016-10-17,1952,100,317.8,665.9,D,,,,,
36.976,-94.9608,307.1,2012-04-10,1742,62,292.4,14.8,D,0.0,375.61,19.73,10.3,1252.1
31.05129,-92.91427,360.82,2021-11-17,1855,100,300.44,300.86,D,,,,,
32.9829,-116.596,306.1,2016-12-15,553,67,279.3,10.5,N,,,,,
32.0378,-88.1619,306.4,2018-10-24,1855,60,273.5,12.6,D,,,,,
30.9791,-84.71600000000002,320.8,2011-02-16,1849,78,298.1,15.0,D,0.0,422.73,22.71,3.84,803.64
44.2966,-118.3345,357.5,2016-08-27,2101,98,310.7,65.7,D,,,,,
31.1825,-86.6137,365.9,2016-10-10,1631,100,304.0,106.1,D,,,,,
45.6869,-98.4426,318.9,2017-04-29,1759,79,291.0,20.9,D,,,,,
33.0136,-79.8875,300.6,2016-10-25,343,30,280.9,9.9,N,,,,,
43.9224,-110.0552,374.8,2012-09-15,2113,94,293.7,838.8,D,,,,,
38.1495,-95.2197,320.0,2020-04-08,2011,64,301.8,46.5,D,,,,,
31.743,-88.4725,311.8,2019-04-27,1849,66,298.6,13.4,D,,,,,
37.9149,-119.7426,329.4,2013-08-29,2137,61,298.3,47.2,D,,,,,
30.4372,-95.2334,340.3,2020-11-04,1643,91,296.9,118.8,D,,,,,
33.3843,-84.3202,314.8,2018-08-16,1837,32,297.6,7.9,D,,,,,
31.5604,-99.9968,305.1,2012-01-29,2008,58,291.0,6.0,D,0.0,363.28,17.82,-1.64,500.91
30.2573,-81.9553,322.2,2013-03-04,1830,81,290.9,27.4,D,,,,,
36.1178,-120.1705,355.0,2018-01-26,2118,98,288.3,78.0,D,,,,,
27.5514,-81.1254,338.4,2013-12-06,1848,72,298.0,34.4,D,,,,,
34.0744,-92.3007,303.2,2016-10-22,1654,50,292.6,5.0,D,,,,,
37.30323,-77.38776,317.28,2021-08-26,1824,63,297.23,7.95,D,,,,,
48.1468,-101.0305,309.4,2012-09-26,1918,48,296.7,6.0,D,,,,,
32.1531,-81.1195,315.2,2017-02-02,1700,0,290.8,80.9,D,,,,,
31.4273,-96.1315,306.9,2015-02-11,1714,61,293.9,5.2,D,,,,,
45.1728,-116.2566,324.9,2015-08-20,1902,71,299.4,20.4,D,,,,,
41.3065,-123.23675,310.08,2021-08-16,546,79,294.18,16.13,N,,,,,
30.5192,-91.3332,315.1,2020-11-12,1907,70,301.0,11.2,D,,,,,
42.1126,-123.092,300.5,2015-04-29,1957,39,287.0,27.9,D,,,,,
33.942609999999995,-96.98022,319.27,2021-11-17,1713,0,297.29,14.76,D,,,,,
32.4447,-91.6082,325.0,2011-06-26,1700,74,304.7,12.1,D,0.0,374.24,35.22,23.84,2953.65
38.0394,-119.828,315.4,2013-09-04,1921,29,294.4,22.8,D,,,,,
30.2212,-97.8983,360.7,2011-04-17,1913,100,302.7,336.1,D,0.0,590.92,29.6,7.58,376.93
31.9778,-96.0862,327.7,2011-05-06,1944,57,304.9,19.2,D,0.0,544.38,29.57,11.78,1016.44
32.7113,-87.4089,302.3,2013-01-28,1938,49,286.3,14.0,D,,,,,
33.5825,-105.5196,328.7,2018-04-14,1952,77,308.5,35.9,D,,,,,
34.7969,-96.7809,309.1,2014-10-30,1939,54,298.4,3.9,D,,,,,
30.8343,-84.2925,314.7,2018-05-02,1625,22,302.9,4.6,D,,,,,
45.5266,-115.075,323.1,2017-08-07,538,90,292.8,21.2,N,,,,,
42.9396,-97.3003,328.1,2013-04-27,1936,72,311.1,11.9,D,,,,,
32.7857,-92.7348,311.6,2018-11-27,1707,71,283.5,13.9,D,,,,,
34.8095,-95.9132,313.6,2019-06-13,1945,59,300.1,6.7,D,,,,,
37.6794,-105.8963,314.9,2018-03-16,2023,59,301.2,5.0,D,,,,,
35.4431,-78.1927,316.6,2011-10-18,1824,69,300.7,9.6,D,17.86,269.9,27.71,13.11,1508.06
46.4315,-118.1225,341.4,2019-10-16,1912,92,294.8,58.1,D,,,,,
39.1545,-96.6903,311.0,2011-03-16,1736,71,284.1,11.4,D,0.0,475.85,22.71,-2.33,374.79
66.8483,-148.5918,321.9,2015-07-03,712,49,285.0,20.1,D,,,,,
41.4413,-123.3701,319.2,2017-08-14,1921,76,298.6,14.6,D,,,,,
48.9529,-121.4586,303.8,2018-08-19,2052,50,291.1,5.3,D,,,,,
36.5439,-119.6279,305.5,2020-02-03,2106,61,290.3,5.3,D,,,,,
45.0136,-115.2199,319.6,2013-08-30,1901,72,300.2,17.4,D,,,,,
37.4538,-112.2262,330.6,2018-09-17,2017,76,302.1,42.8,D,,,,,
34.0601,-78.0168,317.0,2020-04-06,1843,37,300.3,11.0,D,,,,,
46.06399999999999,-116.846,305.3,2021-07-14,505,64,291.4,16.9,N,,,,,
42.6858,-111.5956,314.3,2019-07-07,519,89,284.2,17.2,N,,,,,
34.3502,-92.5854,316.3,2020-06-14,1902,60,299.6,16.9,D,,,,,
28.2075,-80.768,321.9,2011-03-18,1548,74,303.4,25.6,D,0.0,476.38,27.21,12.55,1302.81
31.9538,-100.438,314.6,2016-10-18,1720,44,302.6,6.9,D,,,,,
30.85644000000001,-98.76469,326.05,2021-10-05,1734,78,302.37,21.94,D,,,,,
33.111999999999995,-85.3292,323.6,2011-10-31,1931,82,291.9,98.1,D,0.0,378.13,19.2,-0.65,582.57
35.4977,-93.5123,301.7,2017-10-25,1654,42,290.2,5.4,D,,,,,
38.1175,-83.8537,307.3,2015-05-20,1839,51,293.5,4.5,D,,,,,
34.0798,-94.8365,308.2,2016-11-10,1901,49,293.3,18.6,D,,,,,
34.7068,-89.3747,311.6,2019-03-20,1927,67,292.2,12.2,D,,,,,
46.2388,-121.3432,308.5,2019-10-01,2139,67,279.7,28.6,D,,,,,
34.8357,-93.995,326.4,2011-08-28,1932,72,307.1,12.2,D,8.36,353.58,37.07,18.73,1860.84
33.1265,-80.0786,303.5,2012-02-02,1629,53,292.1,6.3,D,0.0,318.49,23.6,7.66,1047.72
38.1675,-101.2976,326.8,2011-05-03,1736,74,305.8,14.8,D,0.0,574.16,23.08,-0.94,197.87
31.8753,-89.2169,310.9,2016-02-06,1938,71,287.3,29.8,D,,,,,
32.963,-87.227,302.2,2017-10-26,1559,51,290.1,27.2,D,,,,,
34.7196,-96.1694,311.5,2017-04-06,1933,58,299.6,5.2,D,,,,,
34.0727,-80.7601,306.0,2015-04-28,1559,62,278.1,11.3,D,,,,,
31.3438,-85.0662,320.5,2011-12-31,1900,79,296.4,17.4,D,0.0,253.86,21.87,10.36,1257.1
33.0181,-79.8804,311.8,2019-01-09,723,83,286.4,14.2,N,,,,,
27.7777,-82.2751,321.4,2015-04-01,1931,74,296.7,98.7,D,,,,,
38.767,-119.645,327.6,2021-07-22,550,91,275.4,22.8,N,,,,,
42.3035,-124.0807,359.5,2017-08-19,2119,99,305.4,75.5,D,,,,,
41.0688,-104.8022,338.1,2017-04-14,2024,82,307.4,42.4,D,,,,,
45.67,-88.264,323.4,2021-06-07,1825,70,291.4,35.1,D,,,,,
65.7744,-155.2104,312.6,2013-06-25,1300,85,287.5,13.7,N,,,,,
27.4276,-82.4971,301.3,2018-11-28,1613,44,282.3,5.7,D,,,,,
47.9744,-95.4852,318.7,2017-03-21,1937,79,275.6,26.3,D,,,,,
43.3799,-93.2877,305.9,2012-03-25,1923,48,291.1,3.9,D,2.21,235.57,16.75,7.1,1008.11
31.285,-84.0356,315.0,2014-02-19,1655,74,290.1,36.5,D,,,,,
40.8245,-97.4138,315.5,2019-06-13,1806,65,298.1,19.7,D,,,,,
30.0039,-90.6788,303.4,2019-11-09,2002,41,292.5,32.2,D,,,,,
47.9868,-114.8998,310.1,2013-10-29,1924,70,274.6,45.3,D,,,,,
29.108,-97.461,307.3,2012-12-08,1732,38,291.5,7.4,D,,,,,
48.3104,-120.3413,324.7,2018-08-24,552,100,267.5,25.8,N,,,,,
31.2105,-86.1649,308.1,2018-03-09,1701,66,291.3,19.7,D,,,,,
36.4156,-97.2792,328.8,2019-07-24,1939,74,313.0,11.3,D,,,,,
30.3646,-84.9665,303.2,2018-03-09,1837,31,293.1,6.3,D,,,,,
41.9192,-123.3146,317.7,2017-08-19,1939,64,298.8,25.9,D,,,,,
39.6056,-85.1491,309.4,2013-06-13,1851,45,296.5,4.0,D,,,,,
32.0152,-87.4796,312.1,2014-10-22,1849,45,297.4,13.0,D,,,,,
34.0463,-94.188,311.5,2016-08-31,1855,55,296.3,18.8,D,,,,,
33.6806,-113.4547,383.5,2016-06-14,1846,100,325.9,263.8,D,,,,,
33.7797,-85.6207,319.5,2018-03-03,1914,74,292.3,24.1,D,,,,,
44.3671,-98.596,300.1,2011-11-11,1916,27,288.0,5.6,D,0.0,253.57,16.64,-5.61,395.66
43.5299,-97.7769,318.4,2021-04-29,1959,62,302.8,13.7,D,,,,,
48.9512,-118.4326,309.8,2015-08-23,2115,30,293.6,9.9,D,,,,,
29.6564,-92.2069,310.7,2014-10-25,1745,62,295.0,66.7,D,,,,,
40.9269,-110.1498,382.9,2016-09-11,2017,87,305.5,181.8,D,,,,,
29.9026,-81.81,301.0,2016-02-13,1631,43,290.3,6.1,D,,,,,
33.297,-110.731,335.7,2021-06-15,530,100,301.8,32.0,N,,,,,
27.6848,-80.8588,314.8,2018-03-14,1854,64,303.5,11.1,D,,,,,
40.0093,-96.5313,307.5,2017-02-18,1659,62,294.5,10.1,D,,,,,
44.8155,-95.8201,315.2,2019-05-07,1747,53,293.2,12.1,D,,,,,
42.4211,-93.6212,338.2,2012-09-26,1916,89,303.4,34.7,D,,,,,
31.4664,-97.7079,306.8,2018-03-30,1720,37,294.9,3.5,D,,,,,
40.6566,-95.4569,318.0,2016-04-09,1717,76,290.5,12.8,D,,,,,
47.7836,-120.2518,315.7,2012-09-13,1805,21,300.5,74.0,D,,,,,
37.2373,-82.0347,303.2,2019-03-27,1617,55,291.2,4.3,D,,,,,
33.1113,-81.6319,309.4,2018-01-06,1824,69,275.8,18.7,D,,,,,
30.5522,-88.756,315.6,2011-03-23,1920,66,299.4,8.2,D,0.0,367.56,26.82,16.04,1822.53
32.907,-98.064,321.6,2021-07-04,1940,62,298.4,11.2,D,,,,,
33.105,-90.0938,319.8,2016-02-12,1725,80,287.8,70.3,D,,,,,
36.1081,-90.9179,325.7,2011-06-27,1920,57,298.0,13.9,D,25.66,215.66,32.9,25.01,3168.76
37.2886,-101.2464,308.8,2018-01-08,1952,68,285.8,9.3,D,,,,,
39.9377,-94.6077,319.6,2019-06-15,1934,66,299.1,7.9,D,,,,,
38.5452,-75.8354,303.6,2016-04-08,1814,57,285.0,6.5,D,,,,,
39.2052,-80.7525,300.0,2013-10-09,1814,17,272.5,9.1,D,,,,,
32.68554,-87.59299,331.42,2021-11-19,1702,87,288.88,78.14,D,,,,,
48.2959,-98.3244,323.4,2018-05-24,1723,63,303.7,13.6,D,,,,,
41.637,-87.13,302.8,2016-09-20,315,42,285.8,20.8,N,,,,,
30.7342,-97.9942,319.8,2018-05-05,2009,69,303.6,16.8,D,,,,,
32.9544,-116.5946,311.7,2012-11-28,1833,63,291.4,10.1,D,,,,,
30.9057,-92.8155,318.0,2014-08-28,1708,68,300.5,9.5,D,,,,,
44.0324,-93.238,307.0,2016-05-15,1652,47,291.7,6.6,D,,,,,
35.573,-80.3497,314.1,2016-10-24,1818,70,297.7,13.2,D,,,,,
